query_text,persona,intent_label,complexity,notes
schools like Rice University but cheaper,advisor,recommendation,complex,recommendation
cheapest architecture schools in California,counselor_teacher,cost_financial_aid,medium,cost aid
affordable philosophy schools near the beach with good internships,advisor,multi_constraint,complex,multi constraint
colleges in warm states under 40k with strong research,advisor,multi_constraint,complex,multi constraint
does Virginia Tech have engineering,college_student,attribute_lookup,medium,single attribute
affordable aerospace engineering schools in California with good internships,college_student,multi_constraint,complex,multi constraint
Princeton job placement for biology,counselor_teacher,career_outcomes,medium,career outcomes
schools like Brown but cheaper,advisor,recommendation,complex,recommendation
large aerospace engineering colleges in warm states under 30k,parent,multi_constraint,complex,multi constraint
MIT tuition,college_student,attribute_lookup,medium,single attribute
Georgia Tech but cheaper,advisor,rewrite_needed,complex,rewrite needed
small aerospace engineering colleges in Texas under 40k,parent,multi_constraint,complex,multi constraint
cheapest philosophy schools in Texas,college_student,cost_financial_aid,medium,cost aid
Purdue vs Rice University for biology,college_student,comparison,complex,comparison
Duke scholarships,parent,cost_financial_aid,medium,cost aid
affordable philosophy schools in warm states with good internships,counselor_teacher,multi_constraint,complex,multi constraint
USC scholarships,college_student,cost_financial_aid,medium,cost aid
schools like University of Michigan but cheaper,counselor_teacher,recommendation,complex,recommendation
Georgia Tech tuition,parent,attribute_lookup,medium,single attribute
Carnegie Mellon vs University of Michigan,advisor,comparison,complex,comparison
Princeton campus culture,parent,campus_life_fit,llm_needed,fit question
do i need sat for Purdue,counselor_teacher,admissions_process,medium,admissions
average ACT for Penn State,advisor,attribute_lookup,medium,single attribute
recommend large colleges in warm states for economics,counselor_teacher,recommendation,complex,recommendation
recommend small colleges in warm states for biology,counselor_teacher,recommendation,complex,recommendation
UC Berkeley vs Penn State for business,parent,comparison,complex,comparison
colleges near a tech hub,advisor,filtered_search,medium,filter search
University of Washington tuition vs USC tuition,advisor,comparison,complex,comparison
Arizona State vs Caltech for psychology,parent,comparison,complex,comparison
universities with strong biology,college_student,filtered_search,medium,filter search
schools like USC but cheaper,counselor_teacher,recommendation,complex,recommendation
do i need sat for NYU,college_student,admissions_process,medium,admissions
Caltech vs Carnegie Mellon for electrical engineering,counselor_teacher,comparison,complex,comparison
colleges in Texas under 40k with strong research,college_student,multi_constraint,complex,multi constraint
cheapest business schools in Texas,college_student,cost_financial_aid,medium,cost aid
Duke campus culture,advisor,campus_life_fit,llm_needed,fit question
recommend small colleges in warm states for mechanical engineering,parent,recommendation,complex,recommendation
Columbia campus culture,parent,campus_life_fit,llm_needed,fit question
what schools should i apply to for biology,counselor_teacher,recommendation,complex,recommendation
UCLA but cheaper,parent,rewrite_needed,complex,rewrite needed
Brown vs Virginia Tech for mechanical engineering,parent,comparison,complex,comparison
Penn State,advisor,exact_lookup,short_circuit,simple entity
schools like Stanford but cheaper,college_student,recommendation,complex,recommendation
what schools should i apply to for psychology,parent,recommendation,complex,recommendation
northwestern,parent,exact_lookup,short_circuit,simple entity
schools like Carnegie Mellon but cheaper,parent,recommendation,complex,recommendation
Brown but cheaper,counselor_teacher,rewrite_needed,complex,rewrite needed
does Duke have data science,advisor,attribute_lookup,medium,single attribute
schools like Northwestern but cheaper,counselor_teacher,recommendation,complex,recommendation
University of Michigan application deadlines,counselor_teacher,admissions_process,medium,admissions
colleges in California,counselor_teacher,filtered_search,medium,filter search
best colleges for philosophy job outcomes,college_student,career_outcomes,medium,career outcomes
student-to-faculty ratio for University of Michigan,counselor_teacher,attribute_lookup,medium,single attribute
MIT,advisor,exact_lookup,short_circuit,simple entity
UC Berkeley job placement for computer science,advisor,career_outcomes,medium,career outcomes
do i need sat for MIT,college_student,admissions_process,medium,admissions
best psychology schools in Texas,college_student,filtered_search,medium,filter search
Virginia Tech tuition vs Stanford tuition,counselor_teacher,comparison,complex,comparison
princeton,college_student,exact_lookup,short_circuit,simple entity
best business schools near a tech hub,advisor,filtered_search,medium,filter search
colleges near Chicago,parent,filtered_search,medium,filter search
schools like Caltech but cheaper,parent,recommendation,complex,recommendation
Caltech application deadlines,parent,admissions_process,medium,admissions
medium-sized business colleges in the Midwest under 20k,college_student,multi_constraint,complex,multi constraint
UCLA research opportunities,college_student,attribute_lookup,medium,single attribute
Virginia Tech financial aid,advisor,cost_financial_aid,medium,cost aid
affordable philosophy schools in warm states with good internships,advisor,multi_constraint,complex,multi constraint
arizona state,counselor_teacher,exact_lookup,short_circuit,simple entity
do i need sat for Caltech,college_student,admissions_process,medium,admissions
how do i apply to UC San Diego,parent,admissions_process,medium,admissions
acceptance rate for Rice University,college_student,attribute_lookup,medium,single attribute
Caltech tuition vs Harvard tuition,parent,comparison,complex,comparison
georgia tech,parent,exact_lookup,short_circuit,simple entity
best biology schools in Texas,advisor,filtered_search,medium,filter search
what schools should i apply to for chemistry,parent,recommendation,complex,recommendation
does Northwestern have psychology,advisor,attribute_lookup,medium,single attribute
Penn State student-to-faculty ratio,parent,attribute_lookup,medium,single attribute
Duke vs UCLA,college_student,comparison,complex,comparison
affordable engineering schools in California with good internships,advisor,multi_constraint,complex,multi constraint
do i need sat for NYU,parent,admissions_process,medium,admissions
does UCLA have nursing,parent,attribute_lookup,medium,single attribute
Purdue scholarships,college_student,cost_financial_aid,medium,cost aid
University of Washington,advisor,exact_lookup,short_circuit,simple entity
Harvard average SAT,college_student,attribute_lookup,medium,single attribute
Rice University financial aid,advisor,cost_financial_aid,medium,cost aid
Cornell tuition vs UCLA tuition,parent,comparison,complex,comparison
small electrical engineering colleges in warm states low tuition,parent,multi_constraint,complex,multi constraint
affordable nursing schools in the Midwest with good internships,advisor,multi_constraint,complex,multi constraint
