query_text,persona,intent_label,primary_route,complexity,entities,route,notes,source_file,raw_persona,raw_intent,raw_route,standardization_notes,entity_types
Carnegie Mellon scholarships,high_school_student,cost_financial_aid,retrieval,medium,nan,nan,cost / aid,Data - Shivansh.csv,high_school_student,cost_financial_aid,,"persona:high_school_student->high_school_student,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
MIT sports culture,high_school_student,campus_life_fit,llm,llm_needed,nan,nan,subjective fit,Data - Shivansh.csv,high_school_student,campus_life_fit,,"persona:high_school_student->high_school_student,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
large biology colleges near the beach under 30k reach schools,college_student,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,college_student,multi_constraint,,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location"
UC Berkeley,counselor_teacher,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,counselor_teacher,exact_lookup,,"persona:counselor_teacher->counselor_teacher,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
Caltech,counselor_teacher,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,counselor_teacher,exact_lookup,,"persona:counselor_teacher->counselor_teacher,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",
what schools should i apply to for aerospace engineering near the beach low tuition,high_school_student,filtered_search,retrieval,complex,nan,nan,needs recommendations,Data - Shivansh.csv,high_school_student,recommendation,,"persona:high_school_student->high_school_student,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:intent:filtered_search->retrieval","major_or_program,location,cost_constraint"
schools good for vibe,high_school_student,campus_life_fit,llm,llm_needed,nan,nan,subjective fit,Data - Shivansh.csv,high_school_student,campus_life_fit,,"persona:high_school_student->high_school_student,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed",fit_or_culture_cue
universities with strong finance,college_student,filtered_search,retrieval,medium,nan,nan,1–2 filters,Data - Shivansh.csv,college_student,filtered_search,,"persona:college_student->college_student,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",
UC San Diego job placement for data science,college_student,career_outcomes,retrieval,medium,nan,nan,outcomes,Data - Shivansh.csv,college_student,career_outcomes,,"persona:college_student->college_student,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval",career_outcome_cue
Boston University housing guarantee,parent,recommendation,retrieval,complex,nan,nan,needs recommendations; parent framing,Data - Shivansh.csv,parent,recommendation,,"persona:parent->parent,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","school,admissions_or_attribute_signal"
Northeastern tuition vs MIT tuition,college_student,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,college_student,comparison,,"persona:college_student->college_student,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,cost_constraint"
pricing for partner colleges,counselor_teacher,b2b_partnership,b2b,medium,nan,nan,B2B,Data - Shivansh.csv,counselor_teacher,b2b_partnership,,"persona:counselor_teacher->counselor_teacher,intent:b2b_partnership->b2b_partnership,intent:validated_b2b_partnership,primary_route:query:b2b_pattern",b2b_request_type
UCLA vs Penn State,parent,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,parent,comparison,,"persona:parent->parent,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target"
Virginia Tech job placement for data science,counselor_teacher,career_outcomes,retrieval,medium,nan,nan,outcomes,Data - Shivansh.csv,counselor_teacher,career_outcomes,,"persona:counselor_teacher->counselor_teacher,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval","school,career_outcome_cue"
does University of Florida have aerospace engineering,advisor,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,advisor,attribute_lookup,,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,major_or_program,location"
colleges in Texas good financial aid with strong research and internships,college_student,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,college_student,multi_constraint,,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","location,cost_constraint"
recommend large colleges on the East Coast for nursing not too competitive,college_student,recommendation,retrieval,complex,nan,nan,needs recommendations,Data - Shivansh.csv,college_student,recommendation,,"persona:college_student->college_student,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","major_or_program,location"
University of Michigan vibe,counselor_teacher,campus_life_fit,llm,llm_needed,nan,nan,subjective fit,Data - Shivansh.csv,counselor_teacher,campus_life_fit,,"persona:counselor_teacher->counselor_teacher,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
small electrical engineering colleges not Florida good financial aid target schools,college_student,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,college_student,multi_constraint,,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location,cost_constraint"
universities with strong philosophy,counselor_teacher,filtered_search,retrieval,medium,nan,nan,1–2 filters,Data - Shivansh.csv,counselor_teacher,filtered_search,,"persona:counselor_teacher->counselor_teacher,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",
university of washington,counselor_teacher,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,counselor_teacher,exact_lookup,,"persona:counselor_teacher->counselor_teacher,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
schools like NYU but cheaper,high_school_student,recommendation,llm,llm_needed,nan,nan,needs recommendations,Data - Shivansh.csv,high_school_student,recommendation,,"persona:high_school_student->high_school_student,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:complexity:llm_needed","school,rewrite_cue"
colleges in Texas,advisor,filtered_search,retrieval,medium,nan,nan,1–2 filters,Data - Shivansh.csv,advisor,filtered_search,,"persona:advisor->advisor,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",location
four year cost of Virginia Tech including housing,parent,comparison,retrieval,complex,nan,nan,compare entities; parent framing,Data - Shivansh.csv,parent,comparison,,"persona:parent->parent,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,cost_constraint,admissions_or_attribute_signal"
uc berkeley,counselor_teacher,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,counselor_teacher,exact_lookup,,"persona:counselor_teacher->counselor_teacher,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
does University of Washington have aerospace engineering,high_school_student,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,high_school_student,attribute_lookup,,"persona:high_school_student->high_school_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit","school,major_or_program"
schools like USC but cheaper,parent,recommendation,retrieval,complex,nan,nan,needs recommendations; parent framing,Data - Shivansh.csv,parent,recommendation,,"persona:parent->parent,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","school,rewrite_cue"
Caltech vs Penn State for aerospace engineering,parent,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,parent,comparison,,"persona:parent->parent,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,major_or_program"
cornell,counselor_teacher,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,counselor_teacher,exact_lookup,,"persona:counselor_teacher->counselor_teacher,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
affordable biology schools not Florida with good job placement,counselor_teacher,multi_constraint,llm,llm_needed,nan,nan,multi-constraint,Data - Shivansh.csv,counselor_teacher,multi_constraint,,"persona:counselor_teacher->counselor_teacher,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:complexity:llm_needed","major_or_program,location,career_outcome_cue"
UC Irvine job placement for chemistry,college_student,career_outcomes,retrieval,medium,nan,nan,outcomes,Data - Shivansh.csv,college_student,career_outcomes,,"persona:college_student->college_student,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval",career_outcome_cue
