query_text,persona,intent_label,complexity,notes,route,tier,entity_types,normalization_flags
create reach target safety list for pre-med on the East Coast good financial aid,advisor,multi_constraint,medium,1–2 filters; advisor framing,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",intent:advisor_list_pattern
affordable architecture schools near a major tech hub with good job placement,high_school_student,career_outcomes,complex,multi-constraint,outcomes_pipeline,medium,"major_or_program,career_outcome_cue",intent:career_pattern
universities with strong psychology,counselor_teacher,filtered_search,medium,1–2 filters,semantic_or_faceted_search,medium,major_or_program,
Columbia financial aid for out of state,high_school_student,cost_financial_aid,medium,cost / aid,finance_guidance,medium,"school,cost_constraint",
UCLA housing guarantee,parent,attribute_lookup,short_circuit,single attribute; parent framing,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",
recommend large colleges not Florida for psychology target schools,advisor,recommendation,medium,needs recommendations; advisor framing,recommendation_workflow,complex,"major_or_program,location",
do i need sat for USC,parent,admissions_process,medium,how-to / admissions,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
best data science schools near a major tech hub,advisor,filtered_search,medium,1–2 filters,semantic_or_faceted_search,medium,,
UC San Diego job placement for neuroscience,college_student,career_outcomes,medium,outcomes,outcomes_pipeline,medium,"major_or_program,career_outcome_cue",
USC,high_school_student,direct_lookup,short_circuit,simple entity,typesense_only,easy,school,persona:school_only_pattern
scholarships for Purdue,college_student,cost_financial_aid,short_circuit,single attribute,finance_guidance,medium,"school,cost_constraint",intent:cost_pattern
schools like Rice University but cheaper,college_student,rewrite_needed,short_circuit,needs recommendations,rewrite_then_route,complex,"school,rewrite_cue",intent:rewrite_pattern
University of Florida job placement for biology,college_student,career_outcomes,medium,outcomes,outcomes_pipeline,medium,"school,major_or_program,location,career_outcome_cue",
do i need sat for Boston University,college_student,admissions_process,medium,how-to / admissions,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
what schools should i apply to for psychology in California under 30k,counselor_teacher,filtered_search,complex,needs recommendations,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
University of Michigan tuition vs Purdue tuition,college_student,comparison,complex,compare entities,compare_pipeline,complex,"school,comparison_target,cost_constraint",
universities with strong economics,high_school_student,filtered_search,medium,1–2 filters,semantic_or_faceted_search,medium,major_or_program,
Northwestern tuition vs USC tuition,college_student,comparison,complex,compare entities,compare_pipeline,complex,"school,comparison_target,cost_constraint",
schools like UT Austin but cheaper,college_student,rewrite_needed,short_circuit,needs recommendations,rewrite_then_route,complex,"school,rewrite_cue",intent:rewrite_pattern
create reach target safety list for business in California under 30k,advisor,multi_constraint,medium,1–2 filters; advisor framing,foundry_multi_agent,complex,"major_or_program,location",intent:advisor_list_pattern
best pre-law schools in the Midwest,college_student,filtered_search,medium,1–2 filters,semantic_or_faceted_search,medium,"major_or_program,location",
USC job placement for finance,parent,career_outcomes,medium,outcomes,outcomes_pipeline,medium,"school,career_outcome_cue",
schools near a major tech hub with low student-to-faculty ratio,counselor_teacher,filtered_search,medium,1–2 filters,semantic_or_faceted_search,medium,,
what schools should i apply to for biology in warm states under 20k,advisor,filtered_search,complex,needs recommendations,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
what schools should i apply to for data science on the East Coast under 40k,counselor_teacher,filtered_search,complex,needs recommendations,semantic_or_faceted_search,medium,location,intent:filtered_search_pattern
colleges near a major tech hub,high_school_student,filtered_search,medium,1–2 filters,semantic_or_faceted_search,medium,,
affordable computer science schools in the Midwest with good job placement,counselor_teacher,career_outcomes,llm_needed,multi-constraint,outcomes_pipeline,medium,"major_or_program,location,career_outcome_cue",intent:career_pattern
schools in the Midwest with low student-to-faculty ratio,college_student,filtered_search,medium,1–2 filters,semantic_or_faceted_search,medium,location,
cheapest engineering schools in Texas,advisor,filtered_search,medium,cost / aid,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
recommend large colleges in the Midwest for pre-law reach schools,college_student,recommendation,complex,needs recommendations,recommendation_workflow,complex,"major_or_program,location",
Cornell chill campus,parent,campus_life_fit,llm_needed,subjective fit,llm_advisory,complex,"school,fit_or_culture_cue",
do i need sat for USC,counselor_teacher,admissions_process,medium,how-to / admissions,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
Rice University vs MIT,college_student,comparison,complex,compare entities,compare_pipeline,complex,"school,comparison_target",
Virginia Tech housing guarantee,parent,attribute_lookup,medium,outcomes; parent framing,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
create reach target safety list for pre-med in the Midwest good financial aid,advisor,multi_constraint,complex,needs rewrite; advisor framing,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",intent:advisor_list_pattern
Cornell scholarships,counselor_teacher,cost_financial_aid,medium,cost / aid,finance_guidance,medium,"school,cost_constraint",
how to lower college costs,high_school_student,cost_financial_aid,complex,cost / aid,finance_guidance,medium,,
Harvard housing guarantee,parent,attribute_lookup,medium,B2B; parent framing,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
ucla vibe but not so expensive,high_school_student,rewrite_needed,llm_needed,needs rewrite,rewrite_then_route,complex,"school,fit_or_culture_cue,rewrite_cue",
Columbia application deadlines,high_school_student,admissions_process,medium,how-to / admissions,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
colleges on the East Coast,advisor,filtered_search,medium,1–2 filters; advisor framing,semantic_or_faceted_search,medium,location,
what schools should i apply to for nursing not Florida under 40k,high_school_student,filtered_search,complex,needs recommendations,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
USC vs Boston University for aerospace engineering,high_school_student,comparison,complex,compare entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
colleges not Florida,high_school_student,filtered_search,medium,1–2 filters,semantic_or_faceted_search,medium,location,
schools like USC but cheaper,college_student,rewrite_needed,complex,needs recommendations,rewrite_then_route,complex,"school,rewrite_cue",intent:rewrite_pattern
how do i apply to Cornell,college_student,admissions_process,medium,how-to / admissions,faq_or_guidance,medium,school,
Cornell housing guarantee,parent,attribute_lookup,medium,how-to / admissions; parent framing,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
create reach target safety list for aerospace engineering near Chicago under 40k,advisor,multi_constraint,short_circuit,simple entity; advisor framing,foundry_multi_agent,complex,"major_or_program,location",intent:advisor_list_pattern
Georgia Tech vs Arizona State for pre-law,college_student,comparison,complex,compare entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
affordable electrical engineering schools near a major tech hub with good job placement,college_student,career_outcomes,complex,multi-constraint,outcomes_pipeline,medium,"major_or_program,career_outcome_cue",intent:career_pattern
schools like University of Maryland but cheaper,college_student,rewrite_needed,complex,needs recommendations,rewrite_then_route,complex,"school,rewrite_cue",intent:rewrite_pattern
cheapest finance schools in the Midwest,college_student,filtered_search,medium,cost / aid,semantic_or_faceted_search,medium,location,intent:filtered_search_pattern
best colleges for neuroscience job outcomes,college_student,career_outcomes,medium,outcomes,outcomes_pipeline,medium,"major_or_program,career_outcome_cue",
colleges in California,counselor_teacher,filtered_search,complex,1–2 filters,semantic_or_faceted_search,medium,location,
does USC have mechanical engineering,college_student,attribute_lookup,short_circuit,single attribute,typesense_plus_metadata,easy,"school,major_or_program",
what schools should i apply to for mechanical engineering near a major tech hub under 40k,counselor_teacher,filtered_search,complex,needs recommendations,semantic_or_faceted_search,medium,major_or_program,intent:filtered_search_pattern
