Query,Persona,Intent,Complexity,Entities,Route,Notes
UC San Diego scholarships,high_school_student,cost_financial_aid,medium,,,cost / aid
schools good for normal people,college_student,campus_life_fit,llm_needed,,,subjective fit
four year cost of Virginia Tech including housing,parent,rewrite_needed,complex,,,needs rewrite; parent framing
affordable political science schools in California with good job placement,advisor,multi_constraint,complex,,,multi-constraint
create reach target safety list for chemistry not Florida full ride options,advisor,filtered_search,medium,,,1–2 filters; advisor framing
how to lower college costs,advisor,cost_financial_aid,medium,,,cost / aid
UC San Diego application deadlines,advisor,admissions_process,medium,,,how-to / admissions
ucla vibe but not so expensive,counselor_teacher,rewrite_needed,complex,,,needs rewrite
uc san diego,high_school_student,exact_lookup,short_circuit,,,simple entity
cheapest psychology schools near the beach,advisor,cost_financial_aid,medium,,,cost / aid
schools with high internship placement rates,college_student,career_outcomes,medium,,,outcomes
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
colleges in California,counselor_teacher,filtered_search,medium,,,1–2 filters
api access for college partners,advisor,b2b_partnership,medium,,,B2B
best colleges for film job outcomes,counselor_teacher,career_outcomes,medium,,,outcomes
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,,,B2B
Carnegie Mellon,parent,exact_lookup,short_circuit,,,simple entity
University of Wisconsin tuition vs Carnegie Mellon tuition,high_school_student,comparison,complex,,,compare entities
what essays does Cornell require,counselor_teacher,admissions_process,medium,,,how-to / admissions
what schools should i apply to for engineering near the beach good financial aid,parent,recommendation,complex,,,needs recommendations
schools with high internship placement rates,college_student,career_outcomes,medium,,,outcomes
Stanford application deadlines,college_student,admissions_process,medium,,,how-to / admissions
Harvard chill campus,advisor,campus_life_fit,medium,,,subjective fit; advisor framing
colleges on the East Coast,college_student,filtered_search,medium,,,1–2 filters
housing for Georgia Tech,college_student,attribute_lookup,short_circuit,,,single attribute
request demo for our admissions team,advisor,b2b_partnership,medium,,,B2B
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,,,B2B
how do i apply to Harvard,counselor_teacher,admissions_process,medium,,,how-to / admissions
cheapest philosophy schools near a major tech hub,parent,cost_financial_aid,medium,,,cost / aid
recommend large colleges on the East Coast for public health safety schools,high_school_student,recommendation,complex,,,needs recommendations
what essays does USC require,high_school_student,admissions_process,medium,,,how-to / admissions
UCLA vibe,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,,,B2B
University of Maryland job placement for philosophy,high_school_student,career_outcomes,medium,,,outcomes
virginia tech,high_school_student,exact_lookup,short_circuit,,,simple entity
schools with high internship placement rates,parent,career_outcomes,medium,,,outcomes
caltech,college_student,exact_lookup,short_circuit,,,simple entity
colleges on the East Coast,advisor,filtered_search,medium,,,1–2 filters
create reach target safety list for computer science near Chicago full ride options,advisor,career_outcomes,medium,,,outcomes; advisor framing
api access for college partners,advisor,b2b_partnership,medium,,,B2B
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
how do we update our school profile data,parent,b2b_partnership,medium,,,B2B
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,,,B2B
what schools should i apply to for engineering in Texas good financial aid,high_school_student,recommendation,short_circuit,,,needs recommendations
what schools should i apply to for political science in California low tuition,college_student,recommendation,complex,,,needs recommendations
affordable finance schools near a major tech hub with good job placement,advisor,multi_constraint,complex,,,multi-constraint
schools like University of Michigan but cheaper,counselor_teacher,recommendation,complex,,,needs recommendations
recommend small colleges near Chicago for pre-law target schools,high_school_student,recommendation,complex,,,needs recommendations
create reach target safety list for film in warm states under 40k,advisor,b2b_partnership,medium,,,B2B; advisor framing
Virginia Tech rankings,parent,attribute_lookup,short_circuit,,,single attribute
how to lower college costs,high_school_student,cost_financial_aid,medium,,,cost / aid
medium-sized electrical engineering colleges in California under 20k reach schools,counselor_teacher,multi_constraint,complex,,,multi-constraint
create reach target safety list for philosophy in Texas good financial aid,advisor,campus_life_fit,llm_needed,,,subjective fit; advisor framing
Virginia Tech scholarships,high_school_student,cost_financial_aid,medium,,,cost / aid
colleges in California,counselor_teacher,filtered_search,llm_needed,,,1–2 filters
Carnegie Mellon scholarships,high_school_student,cost_financial_aid,medium,,,cost / aid
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
UC Irvine,advisor,exact_lookup,short_circuit,,,simple entity
ucla vibe but not so expensive,college_student,rewrite_needed,complex,,,needs rewrite
UCLA,college_student,exact_lookup,short_circuit,,,simple entity
request demo for our admissions team,counselor_teacher,b2b_partnership,medium,,,B2B
how do we update our school profile data,counselor_teacher,b2b_partnership,medium,,,B2B; counselor framing
UC Irvine job placement for psychology,college_student,career_outcomes,medium,,,outcomes
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,,,B2B
MIT vs University of Washington for neuroscience,counselor_teacher,comparison,complex,,,compare entities
schools with strong first gen support,counselor_teacher,recommendation,complex,,,needs recommendations; counselor framing
MIT vs Vanderbilt,college_student,comparison,complex,,,compare entities
UCLA housing guarantee,parent,admissions_process,medium,,,how-to / admissions; parent framing
request demo for our admissions team,counselor_teacher,b2b_partnership,llm_needed,,,B2B
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
request demo for our admissions team,counselor_teacher,b2b_partnership,medium,,,B2B
harvard but less stressful,college_student,rewrite_needed,complex,,,needs rewrite
virginia tech,college_student,exact_lookup,short_circuit,,,simple entity
cheapest data science schools near Chicago,college_student,cost_financial_aid,medium,,,cost / aid
schools with normal people,advisor,campus_life_fit,llm_needed,,,subjective fit
University of Washington tuition vs MIT tuition,college_student,comparison,complex,,,compare entities
Princeton,high_school_student,exact_lookup,short_circuit,,,simple entity
best architecture schools near Chicago,advisor,filtered_search,medium,,,1–2 filters
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
UT Austin,college_student,exact_lookup,short_circuit,,,simple entity
does Duke have chemistry,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
Cornell housing guarantee,parent,admissions_process,medium,,,how-to / admissions; parent framing
Brown non-competitive culture,high_school_student,campus_life_fit,complex,,,subjective fit
georgia tech,advisor,exact_lookup,short_circuit,,,simple entity
enterprise access for counselors and districts,advisor,b2b_partnership,medium,,,B2B
enterprise access for counselors and districts,advisor,b2b_partnership,medium,,,B2B
does Purdue have engineering,parent,attribute_lookup,short_circuit,,,single attribute
Georgia Tech job placement for philosophy,college_student,career_outcomes,medium,,,outcomes
Rice University housing guarantee,parent,cost_financial_aid,short_circuit,,,cost / aid; parent framing
